nome,nicho,cidade,telefone,site,rating,qtd_reviews,score_oportunidade,motivo_abordagem,status,notas,mensagem_sugerida
"Glamorise Estetica","estética facial","Franca, SP","","https://clini.site/glamorise?fbclid=PAb21jcANXt21leHRuA2FlbQIxMQABp9VEzgMG33KIBDC5ySPXl0zE8BPlSRaBFkRSi2rimsbd5wgGXHmZIQPa7Kc4_aem_kDrKcQrKFH2UKXR1Q3v2PA","5","63","0","geral","não contatado","","Oi! Vi o Glamorise Estetica aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Pró Cão Pet Shop","pet shop","Franca, SP","(16) 99973-5947","https://lista.mercadolivre.com.br/_CustId_162799717?item_id=MLB3549812488&category_id=MLB420009&seller_id=162799717&client=recoview-selleritems&recos_listing=true","4.7","157","0","geral","não contatado","","Oi! Vi o Pró Cão Pet Shop aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Barbearia Conceito BC","barbearia","balneario camburiu , itajai , itapema","(47) 99148-2071","https://sites.appbarber.com.br/links/ConceitoBarbearia","5","123","0","geral","não contatado","","Oi! Vi o Barbearia Conceito BC aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Starv | Hamburgueria Artesanal Balneário Camburiú","hamburgueria","balneario camburiu , itajai , itapema","(47) 3514-9900","https://app.cardapioweb.com/starv","4.7","1722","0","geral","não contatado","","Oi! Vi o Starv | Hamburgueria Artesanal Balneário Camburiú aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Innovare Face Clínica de Estética","estética facial","balneario camburiu , itajai , itapema","(47) 99171-1799","https://www.innovareface.com.br/","5","63","0","geral","não contatado","","Oi! Vi o Innovare Face Clínica de Estética aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Clínica Dra Adriana Vinhal - Instituto Acadêmico Vinhal","estética facial","balneario camburiu , itajai , itapema","(47) 97400-9399","https://wa.me/5547974009399?text=Ol%C3%A1%2C%20vim%20pelo%20Google!","5","105","0","geral","não contatado","","Oi! Vi o Clínica Dra Adriana Vinhal - Instituto Acadêmico Vinhal aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Nova Forma Estética Integrativa","estética facial","balneario camburiu , itajai , itapema","(47) 99605-0338","https://esteticanovaforma.com.br/","5","101","0","geral","não contatado","","Oi! Vi o Nova Forma Estética Integrativa aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Artface Harmonização Facial","estética facial","balneario camburiu , itajai , itapema","(47) 98829-2053","https://www.clinicaartface.com.br/?utm_source=google&utm_medium=organic&utm_campaign=gmb","4.9","151","0","geral","não contatado","","Oi! Vi o Artface Harmonização Facial aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Victória Zucki Estética Avançada","estética facial","balneario camburiu , itajai , itapema","(47) 99946-4430","https://dd360.app/clinicavictoriazucki","5","154","0","geral","não contatado","","Oi! Vi o Victória Zucki Estética Avançada aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Clinica D'Zorzi Estética & Saúde","estética facial","balneario camburiu , itajai , itapema","(47) 99709-2987","https://www.clinicadzorzi.com.br/","5","218","0","geral","não contatado","","Oi! Vi o Clinica D'Zorzi Estética & Saúde aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"La Beauté Clínica de Estética","estética facial","balneario camburiu , itajai , itapema","","https://www.labeaute.com.br/","4.8","60","0","geral","não contatado","","Oi! Vi o La Beauté Clínica de Estética aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Clínica GIO Estética Avançada Balneário Camboriú","estética facial","balneario camburiu , itajai , itapema","","https://gioesteticalitoral.com.br/","4.7","253","0","geral","não contatado","","Oi! Vi o Clínica GIO Estética Avançada Balneário Camboriú aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Essenciale Estética","estética facial","balneario camburiu , itajai , itapema","(47) 99785-3781","https://www.essencialeestetica.com.br/","4.9","75","0","geral","não contatado","","Oi! Vi o Essenciale Estética aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Armoni Concept - consultório Dra. Jucielle Quintana - Referência em Harmonização Masculina","estética facial","balneario camburiu , itajai , itapema","(47) 99131-2658","https://juciellequintana.com/","5","88","0","geral","não contatado","","Oi! Vi o Armoni Concept - consultório Dra. Jucielle Quintana - Referência em Harmonização Masculina aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Rauliani Pauli Clínica de Estética","estética facial","balneario camburiu , itajai , itapema","(47) 99977-6201","https://www.raulianipauli.com.br/","5","86","0","geral","não contatado","","Oi! Vi o Rauliani Pauli Clínica de Estética aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Clínica de Estética Believe Camboriú","estética facial","balneario camburiu , itajai , itapema","","https://api.whatsapp.com/send/?phone=5547999231147","5","144","0","geral","não contatado","","Oi! Vi o Clínica de Estética Believe Camboriú aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Petz Balneário Camboriú","pet shop","balneario camburiu , itajai , itapema","(47) 3311-7758","https://www.petz.com.br/loja/petz-balneario-camboriu","4.5","3647","0","geral","não contatado","","Oi! Vi o Petz Balneário Camboriú aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"A Casa do Pet - Clínica Veterinária e Pet Shop","pet shop","balneario camburiu , itajai , itapema","(47) 99104-2255","https://acasadopet.com.br/","4.7","257","0","geral","não contatado","","Oi! Vi o A Casa do Pet - Clínica Veterinária e Pet Shop aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Ramos Pet Shop - Banho e Tosa em Balneário Camboriú","pet shop","balneario camburiu , itajai , itapema","(47) 3363-7086","https://whatssite.my.canva.site/ramospet","4.5","230","0","geral","não contatado","","Oi! Vi o Ramos Pet Shop - Banho e Tosa em Balneário Camboriú aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Pet Shop Campos","pet shop","balneario camburiu , itajai , itapema","(47) 98403-8084","https://loja.petshopcampos.com.br/","4.5","335","0","geral","não contatado","","Oi! Vi o Pet Shop Campos aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Central Pet Shop","pet shop","balneario camburiu , itajai , itapema","(47) 3367-6530","https://www.centralpetshop.com.br/","4.7","178","0","geral","não contatado","","Oi! Vi o Central Pet Shop aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Puppy Pet Boutique","pet shop","balneario camburiu , itajai , itapema","(47) 99682-0323","https://puppypetboutique.com.br/","5","85","0","geral","não contatado","","Oi! Vi o Puppy Pet Boutique aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Barbearia Premium | Itapema","barbearia","itapema","(47) 98834-9633","https://sites.appbarber.com.br/agendamento/premiumbarbershop-kz73","5","242","0","geral","não contatado","","Oi! Vi o Barbearia Premium | Itapema aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Gold Mustache Barbearia","barbearia","itapema","(47) 98904-6178","https://www.goldmustachebarbearia.com.br/","5","126","0","geral","não contatado","","Oi! Vi o Gold Mustache Barbearia aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Dom Produzi","barbearia","itapema","(47) 98802-5691","https://www.domproduzi.com.br/","5","1631","0","geral","não contatado","","Oi! Vi o Dom Produzi aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Barbearia Falconnes","barbearia","itapema","(47) 98852-1375","https://falconnesbarbearia.com.br/","4.7","162","0","geral","não contatado","","Oi! Vi o Barbearia Falconnes aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Mans'space Barbearia","barbearia","itapema","(47) 99729-2046","https://api.whatsapp.com/send?phone=5547997292046&text=Ol%C3%A1%20vi%20seu%20contato%20no%20Google.","4.9","219","0","geral","não contatado","","Oi! Vi o Mans'space Barbearia aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Barbearia VIP Meia Praia","barbearia","itapema","(47) 99172-7085","https://wa.me/5547991727085","4.7","210","0","geral","não contatado","","Oi! Vi o Barbearia VIP Meia Praia aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Santos Barbearia","barbearia","itapema","(47) 99110-7551","https://santosexclusive.com.br/","4.9","128","0","geral","não contatado","","Oi! Vi o Santos Barbearia aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Everton Barbearia","barbearia","itapema","(47) 99258-1267","https://evertonbarbearia.com.br/","4.9","117","0","geral","não contatado","","Oi! Vi o Everton Barbearia aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Barbearia Bender - Bairro Várzea/Tabuleiro","barbearia","itapema","(47) 99282-0451","https://beacons.ai/barbeariabender","4.9","301","0","geral","não contatado","","Oi! Vi o Barbearia Bender - Bairro Várzea/Tabuleiro aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"The Marvelous Man ®","barbearia","itapema","(48) 99937-4435","https://themarvelousman.com.br/bio","4.9","72","0","geral","não contatado","","Oi! Vi o The Marvelous Man ® aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Henrico’s Burger -","hamburgueria","itapema","(47) 99112-0239","https://henricosburger.com.br/henricos_burger?s=google","4.8","928","0","geral","não contatado","","Oi! Vi o Henrico’s Burger - aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Dhuu Burger","hamburgueria","itapema","(47) 99106-2158","https://pedido.anota.ai/loja/dhuu-burger?f=msa","4.9","81","0","geral","não contatado","","Oi! Vi o Dhuu Burger aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
"Hamburgueria Comunello's - Burguer e Beer","hamburgueria","itapema","(47) 99978-4437","https://pedido.anota.ai/loja/comunellos-burguer-beer?f=msa","5","130","0","geral","não contatado","","Oi! Vi o Hamburgueria Comunello's - Burguer e Beer aqui em Franca. Ajudo negócios locais a vender mais com automação de WhatsApp, Instagram e presença digital — posso te mandar um exemplo rápido do que consigo fazer pro seu ramo?"
